resume_seq,recruitment_seq
U04531,R02619
U00907,R02081
U00739,R05204
U02008,R01025
U05835,R00498
U03706,R03054
U06019,R00823
U04241,R04184
U08441,R04997
U05529,R06595
U02230,R04614
U00119,R02626
U06670,R03939
U01742,R04067
U04551,R02342
U05458,R00944
U05221,R00677
U01397,R04478
U03875,R03299
U05353,R02172
U02353,R04286
U02436,R01837
U04682,R02018
U03111,R03108
U00248,R00062
U02224,R06524
U00780,R04771
U06166,R05476
U07063,R00965
U06543,R02538
U06901,R00576
U00417,R03977
U01287,R01241
U07184,R06427
U07948,R05839
U03420,R04735
U08271,R03221
U02255,R04108
U07876,R04426
U01733,R03037
U02065,R06474
U04573,R01941
U04316,R06339
U00393,R03989
U04410,R06444
U06543,R01338
U03880,R04457
U05504,R04408
U01285,R05117
U03609,R05689
U03067,R00117
U02232,R02587
U03027,R03662
U03621,R05943
U00671,R06045
U04918,R04273
U05809,R04056
U07656,R01643
U01878,R04937
U03900,R05895
U01145,R01319
U05523,R03683
U07362,R00591
U01433,R01943
U04521,R03579
U06303,R04231
U02825,R01481
U06213,R05689
U00400,R05882
U07329,R02189
U07498,R03721
U07605,R01353
U04207,R05933
U00601,R00560
U06125,R06278
U06059,R03439
U07552,R00614
U05128,R01286
U06676,R00773
U05768,R00779
U00588,R01595
U06215,R01341
U02173,R03798
U01269,R05472
U07618,R01529
U01005,R03799
U00802,R04401
U03561,R04723
U05208,R06442
U01520,R04427
U08210,R04359
U04727,R04129
U07818,R02278
U07672,R05878
U02999,R02597
U01117,R04373
U07100,R05346
U07067,R06097
U03188,R02619
U01877,R01378
U07641,R00438
U03699,R03925
U01858,R03053
U07608,R05708
U02113,R01094
U02843,R06376
U05973,R00240
U01747,R05983
U05822,R06086
U00838,R02703
U06634,R04966
U04394,R04091
U06682,R02317
U02151,R05706
U04725,R06622
U01246,R04188
U06361,R00702
U03210,R03149
U02632,R03614
U08281,R02469
U07327,R02250
U07159,R03343
U00620,R01400
U02018,R02435
U01151,R00333
U04018,R04865
U00438,R01074
U00236,R06072
U08055,R03247
U05415,R04937
U07177,R01142
U01296,R01649
U07871,R01323
U08005,R00535
U01997,R02996
U07818,R00191
U02907,R04649
U07900,R03660
U00806,R01196
U04238,R02737
U07148,R05110
U05269,R06285
U04635,R04200
U03810,R00917
U02915,R04204
U08436,R03617
U06734,R03099
U02715,R04561
U05537,R02593
U05283,R05545
U07597,R03337
U03828,R04422
U05514,R06030
U04887,R02945
U06012,R06045
U00073,R02055
U07436,R00300
U04491,R05816
U04359,R04444
U00154,R06437
U04757,R02779
U06007,R03687
U01413,R06689
U06559,R06649
U04323,R02680
U04721,R01367
U04431,R01511
U05223,R00248
U07287,R04987
U04960,R03611
U07807,R02644
U06027,R02635
U04631,R02477
U01208,R00325
U03853,R01596
U03918,R01794
U00429,R05467
U06134,R01348
U05581,R02735
U07237,R00366
U05945,R03055
U00440,R05508
U08427,R00706
U00066,R00844
U07250,R01690
U04118,R01117
U03971,R01991
U01630,R01122
U02429,R04348
U02686,R03687
U06685,R05268
U03453,R05159
U07101,R03478
U03259,R06670
U01859,R05227
U06988,R02593
U07577,R06669
U06943,R02703
U02642,R04675
U02796,R06317
U01138,R01374
U04318,R05542
U05730,R04070
U08471,R01221
U01198,R01393
U00776,R04305
U05677,R00245
U03186,R05203
U02098,R00614
U07237,R03858
U05745,R04584
U01886,R06222
U01925,R03267
U01265,R00071
U01182,R05432
U00061,R02676
U06083,R04601
U01953,R06607
U05182,R05376
U00612,R01820
U07143,R01955
U07992,R02744
U01147,R04960
U01140,R00056
U01089,R02634
U00743,R03903
U00237,R02793
U02515,R05450
U07675,R03072
U05050,R05567
U06943,R05400
U07105,R01255
U07571,R01868
U04227,R02137
U01857,R00056
U07178,R03696
U00757,R06032
U07552,R06587
U04061,R06533
U07319,R04858
U01504,R06071
U04822,R00749
U08177,R06236
U07358,R05682
U07722,R04947
U00541,R05828
U05673,R01081
U00260,R01122
U08233,R01698
U02765,R01239
U08027,R04741
U06954,R01641
U03422,R05601
U07432,R02276
U08015,R04421
U01723,R02580
U01939,R02061
U00989,R00056
U01296,R04064
U05477,R05815
U04441,R02135
U07820,R05295
U01640,R01203
U08233,R05799
U06201,R00615
U07862,R01132
U03551,R00232
U01394,R06527
U06434,R06136
U06542,R06245
U03729,R00881
U07277,R05714
U05549,R05475
U07783,R05133
U01299,R01215
U00386,R01791
U02839,R03942
U05093,R05028
U08183,R06246
U02593,R02634
U08235,R00903
U00821,R06214
U01205,R00970
U02069,R02062
U07700,R04974
U06384,R04121
U06312,R05989
U05659,R05812
U04538,R02380
U07015,R02772
U04779,R01050
U01229,R03698
U06052,R03001
U04529,R03217
U02755,R05237
U00239,R05081
U03975,R06650
U03246,R02380
U05095,R04801
U04720,R03852
U02447,R04841
U03873,R05788
U00345,R05070
U08143,R03863
U03573,R04420
U06350,R00844
U07045,R01427
U06542,R02386
U01988,R03338
U03423,R04045
U07486,R01645
U08439,R02119
U04950,R01396
U05609,R06373
U07261,R05829
U08239,R04278
U01788,R05223
U01858,R00381
U05780,R01800
U01824,R01205
U00656,R03418
U00910,R03243
U03027,R05664
U01483,R01394
U06086,R02471
U04569,R05641
U07653,R05078
U01564,R06555
U02820,R01540
U03615,R01676
U04511,R00635
U03969,R04393
U00296,R04838
U03141,R02841
U06206,R00449
U04825,R03308
U00404,R05634
U01558,R00441
U05672,R01950
U00004,R01511
U05870,R06577
U01623,R05457
U02408,R03694
U02299,R04710
U06615,R01672
U06897,R04539
U05308,R00809
U02006,R02597
U07608,R06112
U03975,R01794
U02422,R06556
U03844,R03660
U07485,R00296
U01983,R00255
U02078,R00390
U05625,R03056
U00264,R01551
U00190,R05995
U01782,R00869
U00008,R02224
U03508,R00907
U07264,R02052
U01423,R05742
U02946,R05638
U05904,R04075
U04097,R05957
U07425,R02500
U06363,R05944
U05063,R01287
U05904,R03473
U08460,R03810
U08029,R06216
U08173,R06505
U07144,R02224
U04663,R00839
U02559,R03070
U05261,R00308
U01361,R03235
U04273,R05643
U05674,R02594
U08066,R04647
U07939,R05076
U00073,R04740
U00720,R01901
U07947,R05310
U02748,R02135
U06910,R05156
U05466,R03581
U07907,R02936
U02270,R00070
U07862,R01488
U06449,R04975
U04779,R00523
U01686,R02261
U03085,R01264
U07403,R00239
U02135,R03940
U06697,R04344
U02609,R03918
U07378,R00681
U07290,R05371
U00681,R02295
U01608,R01151
U08102,R06369
U00176,R01800
U04562,R05560
U01522,R04470
U01493,R04037
U02423,R01471
U05675,R04807
U02344,R03366
U08162,R03414
U05756,R05311
U07298,R00394
U04424,R06291
U00168,R04652
U00693,R04290
U07987,R05033
U00638,R01334
U01622,R02669
U07653,R04686
U06738,R03570
U07908,R04519
U01282,R03394
U00296,R04408
U06529,R05611
U01753,R01737
U02468,R00678
U01034,R04544
U02817,R02154
U06207,R04283
U00728,R01701
U01155,R05358
U02474,R00174
U03929,R01613
U06297,R02105
U08470,R02957
U05300,R00073
U00709,R05587
U02858,R03103
U01459,R06519
U01472,R02819
U01764,R00891
U04364,R04147
U05615,R02517
U00728,R01601
U01727,R01609
U05164,R04438
U00505,R02263
U03644,R04208
U06486,R02520
U03004,R04116
U02869,R03287
U07316,R01186
U08360,R04975
U06348,R02082
U04046,R04395
U04853,R00547
U02665,R03230
U02704,R05378
U00019,R06295
U02782,R03169
U00218,R00785
U05656,R03606
U03605,R05321
U04752,R01692
U03929,R00031
U05215,R01727
U04911,R05398
U02864,R03445
U07639,R05588
U02204,R01820
U01131,R04290
U00202,R04461
U01331,R03956
U06430,R04544
U00822,R00128
U05973,R05304
U01766,R05479
U01472,R00747
U03242,R04796
U01386,R02892
U01807,R02190
U03208,R06491
U01029,R06363
U06534,R05511
U03926,R02504
U00540,R03442
U05361,R03565
U07665,R01973
U04396,R02895
U00636,R04720
U01639,R04447
U02498,R02774
U04334,R03093
U07040,R05271
U07367,R01409
U07892,R06135
U03053,R02688
U07329,R05702
U04258,R01983
U06491,R01393
U01156,R05010
U00958,R00056
U07937,R02057
U06107,R00109
U00502,R01623
U02992,R00367
U08012,R04479
U02138,R01250
U04723,R02527
U03894,R00179
U08315,R04524
U00091,R06632
U00307,R00155
U07178,R04980
U07946,R01619
U01553,R00123
U01658,R01660
U05012,R01861
U03007,R03799
U00485,R05066
U01162,R01348
U01911,R02785
U08142,R00944
U05228,R03662
U02225,R03566
U07015,R01063
U02318,R01964
U00742,R05799
U07594,R00952
U05699,R04524
U06621,R02409
U04073,R04652
U00560,R01884
U07188,R06045
U06251,R02379
U08344,R04216
U03974,R00498
U01058,R03925
U03997,R03704
U01863,R06407
U08269,R04047
U05560,R00802
U00341,R00528
U08204,R01871
U06275,R05966
U00770,R00233
U01956,R01401
U06893,R03988
U01119,R02974
U02915,R06574
U04807,R04988
U04659,R03790
U03241,R02343
U04241,R02556
U01051,R02307
U05001,R01811
U04996,R03270
U04090,R02052
U00974,R06537
U04723,R00733
U07549,R04744
U03689,R03912
U01961,R03076
U07768,R01804
U08399,R04027
U05321,R04042
U07823,R04797
U02803,R01213
U00921,R05124
U01678,R04768
U02530,R00458
U07012,R00610
U08226,R03118
U06743,R03617
U08284,R03159
U05215,R03134
U03070,R03220
U07331,R01638
U04699,R01886
U01565,R01736
U02803,R02117
U04501,R01554
U06051,R03266
U02948,R04557
U00006,R04458
U00121,R00863
U05740,R05044
U05562,R03225
U07136,R01335
U01377,R00559
U01162,R03649
U01044,R04639
U03457,R00680
U04461,R04278
U05016,R00834
U07319,R05739
U02003,R00727
U02905,R02456
U03465,R01551
U02040,R04568
U04396,R05157
U05699,R00788
U02989,R01922
U06716,R06343
U01130,R03910
U07176,R01099
U05446,R02937
U08479,R02988
U06550,R00567
U02812,R06048
U01947,R05018
U05549,R00757
U02328,R02613
U08338,R05920
U00518,R03825
U00556,R01414
U03379,R05406
U02334,R01947
U05032,R00190
U06059,R00072
U07305,R03705
U07073,R05403
U06183,R03577
U03301,R03809
U05987,R06462
U01919,R02944
U05383,R04830
U08345,R00773
U03775,R03588
U03049,R02044
U04705,R02147
U04042,R04731
U01321,R02228
U08068,R00034
U06084,R01884
U07549,R00923
U04374,R00481
U01029,R00236
U03392,R05102
U06231,R01508
U07466,R01847
U02522,R00236
U06698,R01625
U06761,R00615
U02095,R02238
U03360,R03032
U06691,R00581
U06637,R01698
U00358,R00487
U08035,R04609
U05099,R01193
U05676,R02724
U02076,R04275
U01762,R05895
U06548,R05156
U04315,R05830
U06715,R03371
U04507,R02306
U05206,R05560
U02827,R03540
U03705,R01650
U08184,R05039
U02008,R06513
U02632,R00808
U06673,R05485
U02189,R04549
U01591,R02415
U03123,R06349
U07594,R01136
U08338,R03534
U02150,R04898
U01078,R06405
U01774,R00815
U07105,R04790
U02624,R03970
U04543,R04782
U08245,R02649
U08185,R00900
U06139,R02614
U04287,R05785
U04577,R03638
U07710,R06359
U01962,R05236
U01182,R00946
U06052,R03525
U01981,R02120
U07656,R03496
U06553,R01999
U00309,R03638
U07367,R01805
U05424,R05856
U04624,R00610
U02087,R05829
U03086,R06032
U04098,R03745
U03486,R04047
U08142,R01833
U08025,R03233
U08255,R00665
U05570,R04628
U03434,R05986
U06341,R06018
U04491,R05778
U03808,R02477
U00982,R00343
U02386,R06441
U04114,R03259
U07292,R02983
U03884,R04424
U03066,R05426
U04502,R04976
U05509,R00017
U05687,R03693
U00209,R00592
U01936,R06510
U01834,R03190
U03750,R05738
U06095,R06633
U05837,R04360
U01308,R01685
U06672,R06106
U04212,R02184
U04992,R01535
U05824,R02587
U07374,R02499
U01433,R05203
U07796,R00224
U00236,R02705
U02249,R03201
U08270,R02945
U04895,R01657
U05776,R02265
U01900,R05745
U04378,R03784
U06896,R05285
U01662,R03442
U07364,R04501
U08083,R03899
U05966,R02016
U01685,R05060
U07639,R02133
U07679,R01045
U03920,R04547
U06003,R02874
U01452,R05835
U02360,R06365
U01249,R03977
U03201,R01184
U00842,R06054
U06943,R04071
U04344,R02594
U08003,R02218
U07242,R04689
U04789,R02601
U01838,R02146
U01255,R05288
U07367,R01206
U05291,R01659
U04087,R02799
U03214,R01245
U04157,R02463
U06672,R03890
U06953,R06588
U08247,R00109
U07791,R06320
U06361,R01727
U04604,R05261
U04121,R01469
U07275,R05268
U00974,R06675
U02982,R01554
U07629,R00497
U03478,R01479
U03458,R04377
U02938,R03611
U02324,R02642
U04921,R00559
U02740,R05071
U05610,R05508
U07086,R01611
U07825,R04725
U05677,R05879
U07308,R05476
U05005,R05495
U04139,R05739
U07921,R02971
U01953,R04721
U00974,R04452
U03549,R01135
U01298,R01902
U03057,R02141
U05905,R01904
U00032,R01339
U01670,R00496
U08234,R03939
U03472,R03294
U01908,R04626
U02458,R04478
U01796,R03881
U07733,R04138
U02059,R05564
U02911,R03841
U05197,R00883
U00929,R02528
U03752,R05435
U00414,R04700
U07761,R03848
U00935,R06153
U06333,R05753
U00774,R02650
U07203,R00249
U04316,R05052
U05813,R06027
U04387,R05061
U04771,R04586
U00764,R06069
U05291,R04912
U00040,R02093
U08068,R02825
U01919,R03072
U04622,R00585
U02266,R04074
U04731,R06462
U05497,R06232
U03502,R00267
U08377,R03685
U03593,R05585
U04235,R04398
U07033,R00169
U07234,R00802
U08435,R04809
U08003,R03898
U07275,R05209
U02593,R03649
U04573,R05973
U06548,R04767
U00362,R06536
U01056,R00805
U05022,R04122
U00154,R02252
U04956,R01319
U08331,R00318
U03663,R02221
U07275,R02972
U04918,R00676
U04758,R00994
U07862,R04008
U00945,R05549
U03136,R00324
U02147,R01105
U06344,R03255
U05636,R05514
U02470,R00520
U03261,R06691
U04593,R00891
U01586,R05542
U06735,R03783
U00296,R05716
U05400,R01301
U02302,R05341
U05023,R01673
U02746,R04763
U02723,R01552
U02864,R05102
U03151,R06260
U07075,R01677
U08334,R00792
U05092,R04885
U08221,R02324
U06232,R04810
U06034,R03370
U06810,R04647
U00497,R02396
U03705,R06352
U07824,R02262
U06459,R00393
U06731,R04548
U05032,R05255
U04367,R05175
U01997,R00230
U06824,R06294
U06774,R03889
U02731,R00218
U05720,R03308
U02374,R00559
U05434,R04937
U01018,R00844
U06163,R04508
U02465,R05475
U03837,R03641
U05388,R00371
U02531,R05921
U07598,R02453
U05403,R01699
U01230,R02597
U02392,R03266
U03759,R04161
U01646,R01890
U06420,R01710
U02316,R02172
U00904,R02596
U04368,R00321
U04682,R05179
U03089,R06089
U00006,R05369
U07326,R01853
U06062,R05756
U00168,R04004
U00867,R05247
U05353,R04519
U02133,R04652
U01666,R00170
U04590,R06075
U03228,R05484
U04090,R01173
U02892,R06576
U01670,R05562
U00737,R00074
U07785,R02269
U05482,R04750
U01354,R06358
U08403,R01558
U03620,R04882
U04571,R02202
U07412,R02959
U04525,R00618
U07844,R06132
U08427,R01440
U02414,R01255
U02667,R01252
U06463,R02277
U03788,R00663
U05219,R01489
U06990,R02230
U06900,R03004
U04753,R06536
U02156,R01846
U05625,R02864
U08011,R01824
U05856,R00553
U06110,R03603
U00169,R01933
U04422,R01135
U07121,R04671
U06965,R02421
U04047,R05159
U06321,R04460
U00296,R01828
U01036,R01072
U07201,R04592
U04789,R04089
U06264,R02325
U00474,R05423
U02033,R04947
U03822,R03646
U07545,R02277
U04896,R06343
U00941,R03060
U00856,R03706
U01196,R01468
U02899,R02912
U03174,R03658
U08132,R05108
U08284,R04570
U04446,R01280
U02815,R05197
U02632,R01098
U06029,R04457
U01354,R05446
U07805,R02286
U01071,R06268
U06656,R00874
U05103,R00066
U07904,R04149
U04105,R05758
U06138,R04128
U02119,R06473
U02930,R05219
U06130,R04210
U06463,R06630
U06216,R03108
U06012,R05871
U00602,R00493
U00520,R05326
U02825,R01174
U03908,R02262
U08214,R04991
U00907,R01502
U06030,R00093
U06886,R00300
U03244,R03035
U04573,R05650
U03967,R02168
U00400,R02878
U02402,R04158
U02595,R06359
U05190,R02736
U06217,R02944
U03755,R05661
U07409,R00008
U02405,R04586
U05960,R05079
U04695,R05327
U07308,R02622
U04230,R04767
U04399,R03493
U03392,R00454
U01155,R06053
U01557,R05485
U01597,R00403
U07023,R05667
U06929,R06070
U03545,R02218
U01591,R02901
U02654,R06160
U02502,R05076
U00358,R00249
U03719,R05123
U06764,R02017
U06846,R04177
U02416,R01367
U05521,R01773
U01893,R01845
U02428,R03435
U07888,R02307
U03968,R05157
U02257,R04441
U07896,R00062
U01838,R06432
U03392,R03063
U03919,R06213
U01713,R05683
U01461,R00016
U07522,R03161
U04699,R05296
U07526,R05214
U06724,R01658
U01216,R02661
U03680,R04401
U00304,R06480
U07167,R01772
U03888,R04118
U06962,R03768
U08272,R06350
U00377,R04253
U05842,R02467
U08228,R04281
U00074,R03528
U02688,R05826
U05545,R00388
U03676,R04689
U02698,R00668
U05093,R01615
U06780,R03730
U04311,R03708
U08356,R06170
U03517,R00897
U01930,R05085
U01202,R03134
U06209,R02495
U01239,R03075
U06468,R00080
U05801,R06437
U06041,R04628
U06890,R02424
U04048,R00559
U00630,R02140
U04991,R06116
U02517,R00036
U01008,R00782
U00498,R03206
U05202,R06445
U01012,R05601
U04708,R00867
U04042,R06652
U02253,R03367
U01469,R03269
U07873,R03182
U06341,R04210
U04915,R05531
U04682,R01407
U00019,R05837
U01356,R00149
U04761,R03056
U06793,R06427
U03186,R03430
U06077,R02819
U00304,R00838
U02268,R06459
U01417,R02989
U06736,R05325
U05986,R01014
U07145,R06088
U04067,R00131
U04939,R03298
U05105,R00487
U05129,R01376
U06479,R01105
U05777,R05102
U01856,R04557
U03001,R00885
U02059,R05750
U00614,R02866
U00006,R06104
U07402,R00910
U07948,R05161
U06166,R02862
U02982,R04310
U01908,R01449
U05728,R03143
U07630,R03504
U01694,R03849
U03250,R03315
U02652,R02261
U01685,R02690
U04254,R01879
U05193,R00129
U06516,R03660
U01454,R00581
U07288,R05843
U03242,R03654
U02545,R01198
U03624,R03670
U00201,R04836
U06242,R02874
U03595,R01245
U04009,R04322
U02524,R00888
U04752,R00311
U05585,R00736
U02287,R05907
U02241,R03490
U07204,R03442
U01609,R05457
U01667,R05681
U05105,R05128
U02452,R05665
U06595,R06134
U05501,R05730
U07042,R03733
U04532,R05291
U04055,R05023
U05436,R05571
U00425,R01795
U01359,R05714
U00885,R03049
U01659,R03750
U02535,R00423
U02361,R05294
U01287,R02779
U04103,R00020
U06890,R02502
U06961,R02876
U00372,R04650
U00445,R05801
U03615,R02596
U04885,R00320
U05446,R00281
U04779,R04135
U01710,R02054
U00226,R03264
U02872,R04110
U00638,R05917
U04021,R02053
U02015,R01212
U00921,R03356
U05353,R04472
U05792,R05041
U03197,R00719
U05502,R03034
U01742,R00683
U05258,R06568
U07057,R05595
U03110,R04897
U08427,R01525
U07829,R03237
U06777,R03150
U00454,R02871
U01585,R01944
U03115,R01646
U00704,R01931
U00700,R01027
U04664,R00356
U06795,R05481
U00458,R05390
U06250,R02224
U06677,R01335
U02658,R06076
U05181,R04575
U01040,R04654
U07086,R02659
U02484,R04381
U08144,R02350
U02373,R01944
U04848,R05200
U01175,R05846
U08279,R03382
U07904,R02367
U01646,R00089
U03418,R02577
U02282,R05745
U01296,R02991
U04376,R00842
U08427,R03119
U02923,R00068
U07161,R02611
U05549,R04316
U07493,R06406
U00729,R01808
U08119,R02303
U04578,R03942
U00914,R02313
U05902,R03181
U04716,R05481
U06263,R05665
U06357,R02793
U01623,R05716
U05144,R05806
U05942,R00287
U05595,R04390
U07697,R01589
U03117,R05327
U01667,R00833
U05293,R04269
U07662,R06274
U00362,R06552
U07157,R01918
U07375,R04001
U05954,R00958
U03615,R02368
U06685,R02613
U02617,R05568
U07290,R01587
U01895,R02828
U05307,R03956
U00902,R01698
U07178,R02605
U06800,R02641
U03379,R00972
U03458,R01461
U04510,R01625
U07492,R02494
U07814,R05455
U06214,R00270
U08325,R01136
U07656,R04443
U01695,R00099
U05253,R01364
U04611,R05986
U05434,R00901
U07783,R03422
U03055,R05968
U00970,R05149
U01886,R05974
U08385,R04214
U01296,R04129
U07623,R01114
U05242,R00507
U01058,R03480
U01096,R03644
U00802,R06181
U00772,R05668
U07948,R06096
U00253,R05540
U02872,R05803
U07802,R05943
U05502,R04235
U07433,R01309
U08350,R02672
U00739,R05443
U07948,R04375
U03361,R03828
U00570,R03261
U02854,R05462
U06599,R02143
U06146,R00212
U06548,R05682
U08189,R05023
U00123,R01525
U08232,R00432
U01919,R05538
U03940,R00329
U00163,R01508
U06557,R04453
U05017,R02500
U06352,R01703
U04437,R02708
U07948,R02862
U06746,R01437
U07905,R01488
U08376,R01798
U04861,R02914
U05973,R06539
U05281,R02201
U07653,R04311
U07578,R04856
U04144,R00863
U01071,R01789
U02757,R00117
U07016,R03924
U04045,R06348
U01216,R04699
U05723,R00599
U03647,R01973
U02985,R04536
U04394,R00164
U04914,R02350
U03468,R04551
U00577,R05310
U07806,R01330
U07530,R02190
U00699,R04537
U07884,R01509
U08083,R00375
U00179,R03328
U08457,R05988
U04448,R05762
U07768,R03974
U02804,R03653
U00405,R01792
U06050,R00483
U02812,R05101
U02096,R05169
U04852,R01112
U01432,R00717
U03031,R05370
U05322,R04944
U05002,R00516
U06261,R05598
U07458,R01932
U00778,R04021
U03597,R06581
U05208,R02103
U07680,R00010
U02917,R03892
U06052,R02606
U03883,R03490
U00097,R02354
U08010,R00453
U04622,R04400
U04882,R03936
U03090,R01074
U04897,R01741
U06242,R02890
U08149,R05062
U04169,R02664
U02313,R02198
U01565,R03570
U05265,R02595
U00665,R00531
U03361,R04790
U08327,R04977
U06013,R05874
U01000,R05641
U01842,R04398
U05973,R02937
U04301,R05933
U06015,R06264
U00623,R00882
U05425,R04423
U02369,R00039
U06459,R02731
U05331,R03237
U07513,R00517
U02782,R03955
U03669,R05047
U08204,R05202
U06347,R00090
U01449,R03115
U04695,R00287
U01921,R05044
U01711,R03092
U07876,R02252
U05166,R00669
U00073,R00456
U03306,R00258
U05105,R00437
U01041,R06471
U02514,R05148
U07797,R04420
U02076,R04995
U06199,R01249
U07063,R00444
U00979,R04948
U00356,R00735
U01906,R01430
U02270,R02837
U03674,R00050
U00512,R02821
U00818,R06160
U01359,R02991
U01984,R03407
U00681,R02139
U05193,R04529
U05025,R04412
U07618,R05324
U07230,R03187
U05585,R05436
U02690,R05780
U03541,R04884
U02468,R06613
U07757,R04670
U00405,R02017
U05953,R06680
U08132,R00196
U03763,R03793
U07552,R02991
U03658,R01321
U03087,R04407
U01076,R02703
U03718,R03988
U06868,R05390
U02955,R00056
U00729,R04949
U02171,R03378
U06059,R04384
U07246,R01915
U05763,R00301
U00043,R00370
U04236,R05014
U04216,R01846
U03699,R03784
U03773,R03733
U04897,R02869
U01919,R00095
U07577,R00222
U05537,R06273
U07075,R05313
U03719,R04963
U00902,R02813
U06052,R04725
U03987,R03731
U07355,R04428
U06944,R02843
U07023,R03444
U07454,R05518
U01630,R03020
U06625,R04050
U08237,R01681
U03604,R04210
U05576,R00702
U01025,R02747
U01285,R03388
U05377,R05008
U02180,R06160
U06116,R05098
U05578,R02245
U07641,R02648
U02708,R03882
U05960,R01319
U06254,R05366
U00439,R00187
U01670,R03222
U03627,R03245
U05518,R01943
U01460,R00595
U02585,R04269
U01019,R06007
U07801,R06475
U07326,R02192
U00341,R01057
U02146,R00773
U03619,R03048
U02245,R01354
U06711,R05062
