recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,check_box_keyword,education,major_task,qualifications,text_keyword
R05522,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06371,3.0,,,0,0,2201,3,2,1,
R05109,3.0,,,0,0,2201;2204;2205;2707,4,2,1,영업관리;HEAD;코오롱
R04987,3.0,1.0,,0,0,2707;2507,3,2,1,
R05175,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R02819,3.0,,,0,0,2101;2108;2201;2507;2707;2810,2,2,2,
R03889,3.0,,,0,0,2507;2707,4,2,2,디자인;여성복
R02877,3.0,,,0,0,2101;2110;2507,4,2,1,
R05754,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R03662,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R04361,3.0,,,0,0,2507;2707,2,2,1,
R04129,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03640,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2507;2707,4,2,1,
R02272,3.0,,,0,0,2204;2205;2707,2,2,2,
R00468,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R01847,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04965,3.0,,,0,0,2507;2707;2109;2110,3,2,2,
R00473,3.0,,,0,0,2101;2108;2201;2707,2,2,2,MD;여성복
R04301,3.0,,,0,0,2204;2205;2707,3,2,2,
R02675,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R05482,3.0,,,0,0,2107;2201;2204;2205;2707,3,2,1,
R00683,3.0,,,0,0,2507;2707,3,8,1,
R00562,3.0,,,0,0,2108;2707;2810,3,2,1,
R00972,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05551,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R03051,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R00861,3.0,,,0,0,2204;2205;2707,2,2,1,
R05563,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R06355,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R06595,3.0,,,0,0,2201;2204;2101;2111;2507;2707,3,2,1,
R03599,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02929,3.0,,,0,0,2101;2108;2201;2707,4,2,2,기획MD
R03312,3.0,,,0,0,2501;2507,2,8,2,
R06131,3.0,,,0,0,2204;2205;2707,2,2,1,
R05403,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,영업MD;쉬즈미스;LIST;경력;SHESMISS;리스트;여성복;브랜드영업;패션
R03711,3.0,,,0,0,2108;2111;2201;2204;2205;2707,4,2,1,DUVETICA;F&F;영업;백화점영업
R00458,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05091,5.0,,,0,0,2109;2203;2302;2303;2501;2507;2707,3,2,2,
R06100,3.0,,,0,0,2707;2507;2205;2204;2201;2101,4,2,1,
R03217,3.0,,,0,0,2108;2707;2810,4,2,1,
R03693,3.0,,,0,0,2799;2707;2507;2503,3,2,1,
R04164,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,2,
R02111,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,2,
R05339,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,2,
R00328,3.0,,,0,0,2101;2104;2105;2108;2201;2204;2205;2302,4,2,1,
R00265,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02570,3.0,,,0,0,2507;2707,3,2,1,
R01804,3.0,,,0,0,2507;2707,2,2,2,
R04427,3.0,,,0,0,2507;2707;2810,3,7,1,
R05476,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00430,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R05917,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R05231,3.0,,,0,0,2507;2707,3,2,1,
R01581,3.0,,,0,0,2204;2205;2707,3,2,1,
R05946,3.0,,,0,0,2501;2507,3,2,1,
R06191,3.0,,,0,0,2108;2109;2707;2810,3,2,1,
R03719,3.0,,,0,0,2507;2707,3,2,1,
R03486,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R04119,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R00522,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03629,3.0,,,0,0,2101;2104;2105;2204;2205;2707;3008;3099,3,2,1,
R04237,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R05139,3.0,,,0,0,2101;2108;2201;2707;2810,3,2,1,
R01937,3.0,,,0,0,2507;2707,3,2,1,
R01860,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R03151,3.0,,,0,0,2507;2707,3,2,1,
R02524,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R02690,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02121,3.0,,,0,0,2501;2507,3,2,2,
R03860,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02991,3.0,,,0,0,2201;2204;2707,4,2,1,
R00891,3.0,,,0,0,2110;2201;2204;2205;2707,4,2,2,
R03480,3.0,,,0,0,2507;2707;2303,3,2,2,
R05796,3.0,,,0,0,2101;2108;2201;2707,4,2,2,주크;기획MD;여성복
R00529,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R01342,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R05132,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01813,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R06290,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R06641,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R00834,3.0,,,0,0,2799;2707;2507,4,2,1,
R06095,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R04225,3.0,,,0,0,2507;2707,3,2,1,
R03851,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R04491,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R01148,3.0,,,0,0,2507;2707,4,2,1,
R02730,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R05005,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05494,3.0,,,0,0,2507;2707,4,2,1,
R02676,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R04531,3.0,,,0,0,2507;2707,2,2,2,
R03301,3.0,,,0,0,2507;2707,3,2,1,
R03782,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01455,3.0,,,0,0,2101;2108;2201;2204;2205;2707;2810,2,2,1,
R00875,3.0,,,0,0,2204;2205;2707;3007,3,2,2,
R03380,3.0,,,0,0,2501;2507;2707,4,2,1,
R01781,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05721,3.0,,,0,0,2204;2205;2707,2,2,0,
R06630,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,1,
R02409,3.0,,,0,0,2108;2707;2810,2,2,1,
R05992,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R06591,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06271,3.0,,,0,0,2507;2707,3,2,2,
R02986,3.0,,,0,0,2201;2204;2299,4,2,1,
R05988,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R04139,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R06643,3.0,,,0,0,2707,3,2,1,
R00544,3.0,,,0,0,2507;2707,4,2,1,
R05577,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R03870,3.0,,,0,0,2501;2507;2707,2,2,1,
R01920,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00256,3.0,,,0,0,2507;2599,2,2,2,
R00666,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R02603,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205;2707,4,2,1,
R01094,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R04656,3.0,,,0,0,2507;2503,4,2,1,
R01843,3.0,,,0,0,2104;2507;2707,2,2,1,
R04789,3.0,,,0,0,2507;2707,3,2,2,
R01568,3.0,,,0,0,2507;2707,3,2,2,
R00535,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R01841,3.0,,,0,0,2108;2707;2810,3,2,2,임가공;부자재;완사입
R00023,3.0,,,0,0,2707;2507,3,2,1,
R00629,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205,3,2,1,
R05505,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03814,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01673,3.0,,,0,0,2707;2507;2110,3,2,1,
R06687,3.0,,,0,0,2507;2707,3,2,1,
R00253,3.0,,,0,0,2201;2204;2205;2707,3,2,0,
R02536,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05218,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,영업MD;MD;여성의류;지고트;여성패션
R02381,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R04200,3.0,,,0,0,2707;2299;2204;2201,4,2,1,
R00165,3.0,,,0,0,2507;2707,2,2,2,
R06049,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03083,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R04285,3.0,,,0,0,2108;2707;2810,4,2,1,
R04636,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R02665,3.0,,,0,0,2101;2102;2108;2201;2507;2707,3,2,1,
R03905,3.0,,,0,0,2507;2707;2810,4,2,1,
R04763,3.0,,,0,0,2201;2204;2205;2707,4,2,1,영업
R06523,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R06544,3.0,,,0,0,2507;2703;2707,2,2,1,
R01656,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06573,3.0,,,0,0,2204;2205;2707,4,2,1,
R02585,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R06609,3.0,,,0,0,2108;2507;2707;2810,2,2,1,
R05885,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R00155,3.0,,,0,0,2507;2707;2810,4,2,1,
R05336,3.0,,,0,0,2501;2507;2707,2,2,2,
R04415,3.0,,,0,0,2707;2108;2101,3,7,1,의류;상품기획;섬유;머천다이저;상품개발;상품관리
R01326,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01735,3.0,,,0,0,2507;2707,3,2,1,
R01191,3.0,,,0,0,2101;2108;2201;2707,3,2,2,상품기획;MD;기획MD;여성복
R05884,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R04141,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02983,5.0,,,0,0,2108;2707;2810,2,2,1,
R01806,3.0,,,0,0,2707;2204;2201;2507,4,2,1,
R01242,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R04214,3.0,,,0,0,2101;2108;2201;2204;2205;2501;2507;2707,3,2,2,
R04113,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R06077,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R02906,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,영업;영업MD
R06234,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R02490,3.0,,,0,0,2707,2,2,2,
R03010,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R04881,3.0,,,0,0,3199;2799;2707;2507;2503,2,2,2,
R04414,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04000,3.0,,,0,0,2507;2707,3,2,2,
R00005,3.0,,,0,0,2507;2707,3,2,1,
R03674,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R01280,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R01728,3.0,,,0,0,2108;2109;2507;2707;2810,3,2,2,
R05142,3.0,20.0,,0,0,2108;2204;2205;2507;2707;2810,3,2,1,
R04407,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02411,3.0,1.0,,0,0,2707;2507;2101,3,2,2,
R01746,3.0,,,0,0,2507;2707,3,2,1,
R06119,3.0,,,0,0,2707;2507;2204;2201;2101,4,2,1,
R05163,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00064,3.0,,,0,0,2507,2,7,1,
R00932,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00588,3.0,,,0,0,2507;2707,3,2,1,
R04264,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R06296,3.0,,,0,0,2101;2108;2201;2501;2507;2707;2810,2,2,2,
R00133,3.0,,,0,0,2507;2707,3,2,2,
R00579,3.0,,,0,0,2507;2707,3,2,1,캐주얼웨어;디자이너;여성복
R03221,3.0,,,0,0,2501;2507;2703;2707,2,8,2,
R00925,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02086,3.0,,,0,0,2108;2707;2810,4,2,1,
R00296,3.0,,,0,0,2101;2108;2201;2204;2205;2302;2303;2507,4,2,2,
R01913,3.0,,,0,0,2101;2102;2201;2204;2205;2707,2,2,2,
R00774,3.0,,,0,0,2101;2108;2201;2707,4,2,1,MD;골프;기획
R02370,3.0,,,0,0,2507;2707,2,2,1,
R00895,3.0,,,0,0,2501;2507;2703;2707,4,2,2,
R05615,3.0,,,0,0,2204;2205;2707,2,2,1,
R00995,3.0,,,0,0,2507;2707,2,2,2,
R01549,3.0,,,0,0,2507;2707,4,2,1,여성;SPA
R06093,3.0,,,0,0,2101;2107;2201;2204;2205;2707,3,2,1,
R05648,3.0,,,0,0,2507;2707,3,7,1,의류;의복;디자이너;의상;남성복;트래디셔널
R00322,3.0,,,0,0,2101;2102;2108;2201;2204;2205;2707,3,2,2,
R04937,3.0,,,0,0,2201;2204;2205;2707,2,2,1,백화점;영캐쥬얼;영업
R04743,3.0,,,0,0,2507;2707,3,2,1,
R06414,3.0,,,0,0,2501;2507;2707;2810;2799;2503,4,2,2,
R03139,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00882,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05120,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R04694,3.0,,,0,0,2501;2507;2707,4,2,2,
R06583,3.0,,,0,0,2108;2707;2810,3,2,1,
R00402,3.0,,,0,0,2507;2707,3,2,1,
R02349,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R06605,3.0,,,0,0,2104;2507;2707,2,2,1,
R04607,3.0,,,0,0,2507;2707,4,2,1,
R04696,3.0,,,0,0,2101;2108;2201;2707;2810,3,2,2,
R00488,3.0,,,0,0,2507;2707,4,2,1,
R00732,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02597,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R01413,3.0,,,0,0,2204;2205;2707,3,2,1,
R02353,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R05502,3.0,,,0,0,2101;2108;2109;2111;2201;2203;2204;2205;2707,2,2,1,
R01569,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R03504,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,3,2,2,
R04835,3.0,,,0,0,2108;2109;2110;2203;2204;2299;2707;2810,3,2,2,
R02774,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03241,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,2,
R00106,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,1,MD;아웃도어;상품기획;영업(수도권.백화점)
R00075,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R04980,3.0,,,0,0,2507;2707,2,8,1,
R01888,3.0,,,0,0,2507;2707;2810,3,2,1,
R04501,3.0,,,0,0,2507;2707,3,2,1,
R03898,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R04367,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R02768,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R00131,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02747,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R00442,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R06304,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01102,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02284,3.0,,,0,0,2204;2205;2707,2,2,1,
R04435,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R01715,3.0,,,0,0,2707;2507;2204;2201,3,2,1,
R02014,3.0,,,0,0,2507;2707,3,2,1,
R06205,3.0,,,0,0,2101;2108;2201;2707,4,2,1,골프웨어;MD;기획MD
R00758,3.0,,,0,0,2507;2707,3,2,1,
R00924,3.0,,,0,0,2507;2707,3,2,1,경력;디자이너;여성복
R03540,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,2,
R03663,3.0,,,0,0,2507;2707,3,2,1,
R04680,3.0,,,0,0,2204;2205;2201,2,2,1,
R02357,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,영업;영업관리;영업MD
R05027,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R02328,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01277,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00835,3.0,,,0,0,2507;2707,3,2,2,
R01542,3.0,,,0,0,2507;2707,2,2,2,
R03925,3.0,,,0,0,2110;2203;2204;2299;2507;2707;2810,2,2,2,
R05229,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R01953,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03492,3.0,,,0,0,2102;2707,3,2,1,
R03432,3.0,,,0,0,2707;2507,3,2,1,의류;섬유;의복;디자이너;의상;여성복;피팅
R06562,3.0,,,0,0,2707,3,2,1,
R02167,3.0,,,0,0,2507;2707,4,7,1,
R01950,3.0,,,0,0,2507;2707,4,2,1,
R06329,3.0,,,0,0,2507;2707;2205;2204;2201,3,2,2,
R02588,3.0,,,0,0,2101;2108;2201;2707,2,7,1,
R01682,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R00887,3.0,,,0,0,2507;2707,4,2,2,
R02079,3.0,,,0,0,2204;2205;2707,3,2,2,
R01925,5.0,,,0,0,2101;2109;2110;2203;2707,3,2,1,
R05162,3.0,,,0,0,2507;2707;2810,2,2,1,
R01194,3.0,,,0,0,2101;2108;2201;2204;2205;2302;2303;2707,3,2,1,
R00207,3.0,,,0,0,2108;2501;2507;2707;2810,2,2,1,
R03579,3.0,,,0,0,2507;2707,2,2,1,
R03739,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R03537,3.0,,,0,0,2507;2707,3,2,2,피팅;디자이너;여성복
R05421,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R03191,3.0,,,0,0,2101;2108;2201;2501;2507;2707;2810,2,2,1,
R04554,3.0,,,0,0,2201;2204;2205;2707,4,2,1,에프앤에프;익스페디션;DISCOVERY;영업;디스커버리;백화점
R03933,3.0,,,0,0,2507;2707,3,2,1,
R02576,5.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02622,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R03186,3.0,,,0,0,2101;2108;2110;2201;2203;2204;2205;2299;2507;2707,2,2,2,
R06675,3.0,,,0,0,2507;2707,3,2,1,
R03545,3.0,,,0,0,2507;2707,3,2,1,
R00508,3.0,,,0,0,2201;2204;2507;2707,4,2,1,
R03493,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00429,3.0,,,0,0,2101;2201;2204;2205;2507;2707,3,2,1,
R00251,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03136,3.0,,,0,0,2507;2707,4,2,1,
R00839,3.0,,,0,0,2501;2507;2707,4,8,1,
R01456,3.0,,,0,0,2507;2707,2,2,2,
R00867,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00088,3.0,,,0,0,2501;2507,4,2,1,
R03510,3.0,,,0,0,2707;2507;2204;2201,3,2,2,
R01205,3.0,,,0,0,2101;2108;2201;2707,3,2,1,기획MD
R03612,3.0,,,0,0,2507;2707,4,2,1,
R02092,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R05129,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R05422,3.0,,,0,0,2507;2707,3,2,2,
R06339,3.0,,,0,0,2101;2108;2201;2707,3,2,1,기획MD
R01005,3.0,,,0,0,2707;2205;2204;2201,4,2,1,
R02650,3.0,,,0,0,2507;2707;2810,3,2,1,
R05716,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03339,3.0,,,0,0,2507;2707,2,2,2,
R02089,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R02582,3.0,,,0,0,2108;2201;2204;2205;2507;2707;2810,2,2,1,
R03025,3.0,,,0,0,2102;2103;2507,4,2,2,
R02011,5.0,,,0,0,2101;2110;2201;2204;2205;2707,3,2,1,
R05816,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R02876,3.0,,,0,0,2507;2703;2707;2810,2,2,2,
R00996,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R02258,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R01461,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R04379,3.0,,,0,0,2707;2507;2199;2114;2107;2106,3,2,2,
R06364,3.0,,,0,0,2501;2507;2707,3,2,2,
R05908,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R00352,3.0,,,0,0,2507;2707,3,2,1,패션디자인;섬유;의복;의류디자인
R02464,3.0,,,0,0,2108;2109;2110,3,2,2,
R03431,3.0,,,0,0,2507;2707,3,2,1,
R06310,3.0,,,0,0,2507;2707;2810,4,7,2,
R02958,11.0,,,0,0,2201;2204;2205;2707,4,2,2,
R04876,3.0,,,0,0,2102;2201;2204;2205;2707,4,2,1,매장관리;매출관리;브랜드영업;백화점영업
R01398,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03448,3.0,,,0,0,2204;2205;2707,3,2,1,
R02505,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00044,3.0,,,0,0,2507;2707,3,2,1,스타일;디자인
R04581,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R06330,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04848,3.0,,,0,0,2507,4,2,1,
R02299,5.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05802,3.0,,,0,0,2707,3,2,2,
R05999,3.0,,,0,0,2108;2707;2810,4,2,1,
R05307,3.0,,,0,0,2109;2201;2203;2204;2205;2302;2303;2507,4,2,1,
R00110,3.0,,,0,0,2707;2507;2503,2,2,2,
R06673,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R04942,3.0,,,0,0,2507;2707,3,2,1,
R02667,3.0,5.0,,0,0,2201;2204;2205;2707,3,2,1,
R02741,3.0,,,0,0,2707;2507;2204;2201,3,2,2,
R03904,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R00068,3.0,,,0,0,2507;2707,4,2,1,
R04398,3.0,,,0,0,2101;2108;2201;2204;2205;2302;2303;2507;2707,3,2,1,먼싱웨어;르꼬끄골프;신발;용품;르꼬끄스포르티브;MD;ERP;전산;영업;캘빈클라인골프;데상트;디자인
R01411,3.0,,,0,0,2507;2707,4,2,1,
R04282,3.0,,,0,0,2507;2707;2101,3,2,1,
R05784,3.0,,,0,0,2707;2507;2599,3,2,2,
R04275,3.0,,,0,0,2507;2703;2707,3,2,1,
R00232,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R00019,3.0,,,0,0,2204;2205;2507;2707;2810,2,2,1,
R04127,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R03277,3.0,,,0,0,2507;2703;2707,3,8,1,
R03300,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2703;2707,3,2,2,
R03382,3.0,,,0,0,2101;2104;2105;2204;2205;2302;2303;2507;2707;3008;3099,4,2,1,
R04430,3.0,,,0,0,2101;2108;2201;2707;2810,4,2,1,
R02234,3.0,,,0,0,2101;2104;2105;2108;2109;2201;2204;2205,4,2,1,
R05183,3.0,,,0,0,2201;2507;2707,4,2,1,
R05158,3.0,,,0,0,2507;2707,3,2,1,
R04495,3.0,,,0,0,2707;2507;2506,3,2,1,
R03773,3.0,11.0,,0,0,2201;2204;2205;2707,2,2,1,
R04774,3.0,,,0,0,2507;2707,3,2,2,
R05157,3.0,,,0,0,2507;2703;2707,2,8,1,소재디자이너
R00705,3.0,,,0,0,2204;2205;2707,4,2,1,
R03467,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R04701,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00578,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R06424,3.0,,,0,0,2507;2707,4,2,1,
R02732,3.0,,,0,0,2507;2707,3,2,1,
R04293,3.0,,,0,0,2507;2707,4,2,1,
R00680,3.0,,,0,0,2101;2102;2104;2108;2109;2110;2201;2203;2501;2507;2707,2,2,1,
R02404,3.0,,,0,0,2101;2108;2110;2111;2201;2204;2205;2707,2,2,2,
R03009,3.0,,,0,0,2501;2507;2707,4,2,2,
R03005,3.0,,,0,0,2108;2109;2206;2707;2810,3,2,2,
R01166,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,2,
R01530,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R06563,3.0,,,0,0,2101;2109;2110;2203;2707,4,2,1,FRED;PERRY
R05140,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01230,3.0,,,0,0,2507;2707,3,2,1,
R02437,3.0,,,0,0,2201;2204;2205;2707,4,2,1,매장관리;악세서리;지점관리;의류·의상;남성의류;여성의류;판매관리;일반영업;패션
R00922,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R02288,3.0,,,0,0,2507;2707,4,2,1,
R02473,3.0,,,0,0,2204;2205;2707,3,2,1,
R01432,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R01241,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03998,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06507,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R04333,3.0,,,0,0,2507;2707,3,2,1,
R05471,3.0,,,0,0,2108;2707;2810,4,2,2,잡화;생산;쿠론;생산관리
R01283,3.0,,,0,0,2102;2201;2204;2205;2707,4,2,1,
R04672,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R02056,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R05666,3.0,,,0,0,2707;2205;2204;2201,4,2,1,매장관리;섬유;의류판매;대리점관리;판매관리
R04452,3.0,,,0,0,2507;2707,4,2,1,
R05026,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R03630,3.0,,,0,0,2507,3,2,1,
R06452,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R02693,3.0,,,0,0,2707;2599;2507;2503,3,2,1,
R05682,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R06612,3.0,,,0,0,2101;2201;2204;2205;2507;2707,2,2,2,
R05671,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03057,3.0,,,0,0,2507;2599;2503;2202;2201;2299;2707;2799,2,2,1,
R03884,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,영업MD;의류;MD;캐주얼;패션
R06057,3.0,,,0,0,2507;2707,4,2,1,
R04388,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R01266,3.0,,,0,0,2108;2707;2810,4,2,1,
R00915,3.0,,,0,0,2707;2599;2507;2506,3,2,2,
R04587,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,8,1,디스커버리;마케팅
R04892,3.0,,,0,0,2507;2707,3,2,1,
R00674,3.0,,,0,0,2507;2707;2101;2110,3,2,1,
